repository, IVR, API, SF, TS, ERR, CQ, ENC, ENV
Andersbakken/rtags, 81.18800, 6.93000, 0, 9.90000, 0, 1.98000, 0, 0
Bertram25/ValyriaTear, 97.29700, 0, 2.70200, 0, 0, 0, 0, 0
ChaiScript/ChaiScript, 100.00000, 0, 0, 0, 0, 0, 0, 0
DGtal-team/DGtal, 92.30700, 0, 7.69200, 0, 0, 0, 0, 0
FreeCAD/FreeCAD_sf_master, 70.08300, 28.72400, .23800, .95300, 0, 0, 0, 0
GollyGang/ready, 80.00000, 10.00000, 10.00000, 0, 0, 0, 0, 0
H-uru/Plasma, 70.43700, 29.26000, .22600, .07500, 0, 0, 0, 0
InsightSoftwareConsortium/ITK, 69.31300, 28.75400, .23700, .68300, 0, 1.01100, 0, 0
Itseez/opencv, 79.32800, 18.88700, 1.15400, .62900, 0, 0, 0, 0
KDAB/GammaRay, 82.05100, 0, 0, 17.94800, 0, 0, 0, 0
Kazade/kazmath, 0, 0, 0, 0, 0, 0, 0, 0
KhronosGroup/OpenCOLLADA, 72.63300, 24.07400, 0, 3.29200, 0, 0, 0, 0
KiCAD/kicad-source-mirror, 78.21200, 21.78700, 0, 0, 0, 0, 0, 0
Kitware/CMake, 74.77400, 20.36100, 1.32000, 2.57100, 0, .97200, 0, 0
KitwareMedical/TubeTK, 79.03200, 16.12900, 4.83800, 0, 0, 0, 0, 0
LaurentGomila/SFML, 96.96900, 1.51500, 1.51500, 0, 0, 0, 0, 0
LiberatorUSA/GUCEF, 63.93100, 33.40200, .87400, 1.45700, 0, .33300, 0, 0
ManaPlus/ManaPlus, 82.10500, 7.89400, 2.63100, 6.84200, 0, .52600, 0, 0
MyGUI/mygui, 69.14800, 10.63800, 20.21200, 0, 0, 0, 0, 0
RainerKuemmerle/g2o, 92.12500, 3.93700, .78700, 3.14900, 0, 0, 0, 0
SINTEF-Geometry/GoTools, 95.29100, 4.14300, .56400, 0, 0, 0, 0, 0
SimTk/openmm, 80.59700, 14.42700, 4.97500, 0, 0, 0, 0, 0
Slicer/SlicerExecutionModel, 100.00000, 0, 0, 0, 0, 0, 0, 0
SupSuper/OpenXcom, 86.04600, 9.30200, 2.32500, 2.32500, 0, 0, 0, 0
SuperTux/supertux, 73.55900, 16.94900, 6.44000, 3.05000, 0, 0, 0, 0
TUM-I5/ASAGI, 100.00000, 0, 0, 0, 0, 0, 0, 0
TigerVNC/tigervnc, 65.30100, 30.84300, .72200, 3.13200, 0, 0, 0, 0
Vatsinator/Vatsinator, 100.00000, 0, 0, 0, 0, 0, 0, 0
VcDevel/Vc, 100.00000, 0, 0, 0, 0, 0, 0, 0
Zeex/samp-plugin-jit, 93.33300, 0, 6.66600, 0, 0, 0, 0, 0
Zeex/samp-plugin-profiler, 100.00000, 0, 0, 0, 0, 0, 0, 0
alecthomas/entityx, 0, 0, 100.00000, 0, 0, 0, 0, 0
alembic/alembic, 87.23400, 7.44600, 4.25500, 1.06300, 0, 0, 0, 0
arx/ArxLibertatis, 83.83800, 10.43700, 0, 5.72300, 0, 0, 0, 0
biometrics/openbr, 82.14200, 13.09500, 1.98400, 2.38000, 0, .39600, 0, 0
brezerk/q4wine, 89.47300, 10.52600, 0, 0, 0, 0, 0, 0
brndnmtthws/conky, 70.81100, 27.80600, .51800, .51800, 0, .34500, 0, 0
bro/bro, 83.33300, 9.60900, 1.95100, 2.85200, 0, 2.25200, 0, 0
bro/pysubnettree, 92.30700, 7.69200, 0, 0, 0, 0, 0, 0
casadi/casadi, 74.86600, 22.99400, 1.06900, 1.06900, 0, 0, 0, 0
chenshuo/muduo, 96.70300, 0, 1.09800, 1.09800, 0, 1.09800, 0, 0
christopho/solarus, 92.85700, 0, 0, 7.14200, 0, 0, 0, 0
cinemast/libjson-rpc-cpp, 73.07600, 23.07600, 0, 3.84600, 0, 0, 0, 0
clintbellanger/flare-engine, 93.02300, 4.65100, 2.32500, 0, 0, 0, 0, 0
cmangos/mangos-classic, 68.38800, 28.54600, .87500, 1.57600, 0, .61200, 0, 0
cmangos/mangos-wotlk, 68.75000, 28.29800, .78100, 1.56200, 0, .60700, 0, 0
colobot/colobot, 76.47000, 19.60700, 0, 2.61400, 0, 1.30700, 0, 0
commontk/CTK, 77.27200, 13.63600, 0, 9.09000, 0, 0, 0, 0
commontk/DCMTK, 88.54700, 10.55500, .03400, .79300, 0, .06800, 0, 0
cppformat/cppformat, 66.66600, 33.33300, 0, 0, 0, 0, 0, 0
ddemidov/vexcl, 0, 0, 0, 0, 0, 0, 0, 0
deskvox/deskvox, 60.56500, 34.94100, 2.49500, 1.99600, 0, 0, 0, 0
dorkster/flare-engine-next, 93.02300, 4.65100, 2.32500, 0, 0, 0, 0, 0
edubart/otclient, 84.81000, 1.26500, 0, 12.65800, 0, 1.26500, 0, 0
elemental/Elemental, 68.42100, 26.31500, 5.26300, 0, 0, 0, 0, 0
esa/pagmo, 36.84200, 36.84200, 26.31500, 0, 0, 0, 0, 0
facebook/mysql-5.6, 78.64900, 17.42800, .71300, 2.69600, 0, .51200, 0, 0
freundlich/fcppt, 59.99900, 9.99900, 0, 30.00000, 0, 0, 0, 0
freundlich/mizuiro, 0, 0, 0, 0, 0, 0, 0, 0
gnuradio/gnuradio, 75.13300, 13.63600, 8.82300, 1.60400, 0, .80200, 0, 0
hluk/CopyQ, 100.00000, 0, 0, 0, 0, 0, 0, 0
hpcc-systems/HPCC-Platform, 76.34900, 12.95600, .82000, 9.72300, 0, .14900, 0, 0
imageworks/OpenColorIO, 85.96400, 14.03500, 0, 0, 0, 0, 0, 0
jbeder/yaml-cpp, 75.00000, 0, 25.00000, 0, 0, 0, 0, 0
juj/MathGeoLib, 91.66600, 8.33300, 0, 0, 0, 0, 0, 0
koreader/crengine, 75.08600, 23.18300, 0, 1.73000, 0, 0, 0, 0
lalinsky/chromaprint, 39.99900, 30.00000, 0, 0, 0, 30.00000, 0, 0
ledger/ledger, 82.10500, 8.42100, 0, 9.47300, 0, 0, 0, 0
libpinyin/libpinyin, 73.33300, 26.66600, 0, 0, 0, 0, 0, 0
libspatialindex/libspatialindex, 60.97500, 0, 36.58500, 2.43900, 0, 0, 0, 0
lightspark/lightspark, 78.12400, 1.87400, .62500, 19.37500, 0, 0, 0, 0
lotem/librime, 89.03600, 8.97000, .66400, 1.32800, 0, 0, 0, 0
lxde/pcmanfm-qt, 100.00000, 0, 0, 0, 0, 0, 0, 0
mangosthree/server, 69.48500, 28.02600, .33100, 1.82400, 0, .33100, 0, 0
mavam/libbf, 0, 0, 0, 0, 0, 0, 0, 0
mempko/firestr, 80.43400, 18.47800, 0, 1.08600, 0, 0, 0, 0
mickem/nscp, 71.40800, 23.56300, 2.87300, 1.86700, 0, .28700, 0, 0
mlpack/mlpack, 100.00000, 0, 0, 0, 0, 0, 0, 0
mosra/corrade, 97.14200, 0, 0, 2.85700, 0, 0, 0, 0
msoos/cryptominisat, 35.29400, 23.52900, 29.41100, 11.76400, 0, 0, 0, 0
musescore/MuseScore, 89.58500, 9.16100, .38500, .57800, 0, .28900, 0, 0
nickbruun/hayai, 0, 0, 0, 0, 0, 0, 0, 0
openclonk/openclonk, 79.17400, 19.74800, 0, .35900, 0, .71800, 0, 0
opengm/opengm, 33.33300, 0, 66.66600, 0, 0, 0, 0, 0
openscenegraph/osg, 90.12300, 6.58400, 2.40700, .84900, 0, .03500, 0, 0
orocos-toolchain/typelib, 100.00000, 0, 0, 0, 0, 0, 0, 0
percona/percona-server, 78.93600, 16.67000, 1.14700, 2.67000, 0, .57300, 0, 0
quassel/quassel, 65.85300, 12.19500, 7.31700, 14.63400, 0, 0, 0, 0
rime/librime, 89.03600, 8.97000, .66400, 1.32800, 0, 0, 0, 0
root-mirror/root, 78.34500, 18.45200, 1.73400, 1.31100, 0, .15500, 0, 0
sakra/cotire, 0, 0, 0, 0, 0, 0, 0, 0
samstyle/Xpeccy, 61.47500, 38.11400, 0, .40900, 0, 0, 0, 0
saschazelzer/CppMicroServices, 79.55800, 14.91700, .55200, 4.41900, 0, .55200, 0, 0
scross99/locic, 66.66600, 25.00000, 0, 8.33300, 0, 0, 0, 0
simongog/sdsl-lite, 48.33300, 28.33300, 20.00000, 3.33300, 0, 0, 0, 0
spring/pr-downloader, 73.41700, 16.45500, 3.79700, 3.79700, 0, 2.53100, 0, 0
stevenlovegrove/Pangolin, 92.18700, 1.56200, 0, 6.25000, 0, 0, 0, 0
strasdat/Sophus, 0, 0, 0, 0, 0, 0, 0, 0
stuntrally/stuntrally, 85.62400, 13.12500, 1.25000, 0, 0, 0, 0, 0
supercollider/sc3-plugins, 75.32400, 18.18100, 1.29800, 5.19400, 0, 0, 0, 0
supercollider/supercollider, 73.80900, 23.94900, .28000, 1.54000, 0, .42000, 0, 0
supertuxkart/stk-code, 71.88700, 24.77500, 2.43900, .89800, 0, 0, 0, 0
symengine/symengine, 57.14200, 28.57100, 0, 14.28500, 0, 0, 0, 0
syndicodefront/infekt, 75.67500, 18.91800, 0, 1.35100, 0, 4.05400, 0, 0
taglib/taglib, 100.00000, 0, 0, 0, 0, 0, 0, 0
texus/TGUI, 100.00000, 0, 0, 0, 0, 0, 0, 0
thesamet/rpcz, 76.92300, 3.84600, 0, 19.23000, 0, 0, 0, 0
thewtex/tmux-mem-cpu-load, 59.99900, 20.00000, 0, 0, 0, 20.00000, 0, 0
tpaviot/oce, 76.77200, 21.10800, 1.05900, 1.05900, 0, 0, 0, 0
tumi8/vermont, 69.07200, 25.77300, 1.03000, 3.09200, 0, 1.03000, 0, 0
ukoethe/vigra, 84.12600, 15.87300, 0, 0, 0, 0, 0, 0
user-none/Sigil, 70.95100, 27.53000, .91000, .60700, 0, 0, 0, 0
vcmi/vcmi, 87.23400, 5.31900, 6.38200, 1.06300, 0, 0, 0, 0
vinipsmaker/tufao, 100.00000, 0, 0, 0, 0, 0, 0, 0
wesnoth/wesnoth, 89.57500, 6.17700, 3.47400, .77200, 0, 0, 0, 0
xrootd/xrootd, 71.83100, 25.05600, .25900, 1.75000, 0, 1.10200, 0, 0
