project,v1,v2,tool,old_file,old_line,old_description,new_file,new_line,new_description,status,file_name_changed,still_bug,same_description,false_positive
Git,1.5.6,2.13.2,polyspace,builtin-describe.c,75,Programming Invalid use of == operator,builtin/describe.c,174,NA,changed,1,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,git.c,400,Programming Writing to const qualified object,git.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,sha1_name.c,648,Dynamic memory Deallocation of previously deallocated pointer,sha1_name.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,sha1_name.c,665,Dynamic memory Deallocation of previously deallocated pointer,sha1_name.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,daemon.c,933,Programming Misuse of errno,daemon.c,1101,Programming Misuse of errno,moved,0,1,1,TFP
Git,1.5.6,2.13.2,polyspace,write_or_die.c,37,Programming Misuse of errno,write_or_die.c,38,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,http-push.c,1360,Dynamic memory Use of previously freed pointer,http-push.c,1000,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,connect.c,613,Static memory Pointer or reference to stack variable leaving scope,connect.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,http.c,474,Static memory Pointer or reference to stack variable leaving scope,http.c,1230,Static memory Pointer or reference to stack variable leaving scope ,moved,0,1,1,TFP
Git,1.5.6,2.13.2,polyspace,builtin-ls-files.c,321,Static memory Invalid use of standard library memory routine,builtin/ls-files.c,NA,NA,deleted,1,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-mailinfo.c,697,Static memory Invalid use of standard library memory routine,builtin-mailinfo.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-mailinfo.c,701,Static memory Invalid use of standard library memory routine,builtin-mailinfo.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-mailinfo.c,708,Static memory Invalid use of standard library memory routine,builtin-mailinfo.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,dir.c,587,Static memory Invalid use of standard library memory routine,dir.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,xdiff/xmerge.c,476,Static memory Invalid use of standard library memory routine,xdiff/xmerge.c,668,Static memory Invalid use of standard library memory routine ,moved,0,1,1,TFP
Git,1.5.6,2.13.2,polyspace,xdiff/xmerge.c,480,Static memory Invalid use of standard library memory routine,xdiff/xmerge.c,672,Static memory Invalid use of standard library memory routine ,moved,0,1,1,TFP
Git,1.5.6,2.13.2,polyspace,git-compat-util.h,281,Static memory Invalid use of standard library memory routine,git-compat-util.h,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,daemon.c,933,Programming Errno not reset,daemon.c,1101,Programming Errno not reset ,moved,0,1,1,TFP
Git,1.5.6,2.13.2,polyspace,builtin-branch.c,91,Data flow Non-initialized pointer,builtin-branch.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-cat-file.c,155,Data flow Non-initialized pointer,builtin/cat-file.c,210,NA,changed,1,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-fast-export.c,295,Data flow Non-initialized pointer,builtin/fast-export.c,803,NA,changed,1,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-fetch--tool.c,426,Data flow Non-initialized pointer,contrib/examples/builtin-fetch--tool.c,427,NA,moved,1,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-merge-file.c,43,Data flow Non-initialized pointer,builtin/merge-file.c,80,NA,changed,1,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-merge-recursive.c,1251,Data flow Non-initialized pointer,builtin-merge-recursive.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,fast-import.c,1860,Data flow Non-initialized pointer,fast-import.c,2199,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,fast-import.c,2071,Data flow Non-initialized pointer,fast-import.c,2705,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,match-trees.c,75,Data flow Non-initialized pointer,match-trees.c,85,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,match-trees.c,76,Data flow Non-initialized pointer,match-trees.c,86,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,match-trees.c,77,Data flow Non-initialized pointer,match-trees.c,87,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,match-trees.c,78,Data flow Non-initialized pointer,match-trees.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-fetch--tool.c,258,Data flow Non-initialized variable,contrib/examples/builtin-fetch--tool.c,259,NA,moved,1,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-fetch--tool.c,419,Data flow Non-initialized variable,contrib/examples/builtin-fetch--tool.c,420,NA,moved,1,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-merge-file.c,43,Data flow Non-initialized variable,builtin/merge-file.c,80,NA,changed,1,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-name-rev.c,245,Data flow Non-initialized variable,builtin-name-rev.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-rev-list.c,668,Data flow Non-initialized variable,builtin/rev-list.c,391,Data flow Non-initialized variable ,moved,1,1,1,TFP
Git,1.5.6,2.13.2,polyspace,builtin-rev-list.c,668,Data flow Non-initialized variable,builtin/rev-list.c,391,Data flow Non-initialized variable ,moved,1,1,1,TFP
Git,1.5.6,2.13.2,polyspace,builtin-shortlog.c,119,Data flow Non-initialized variable,builtin/shortlog.c,127,NA,changed,1,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-shortlog.c,123,Data flow Non-initialized variable,builtin/shortlog.c,131,NA,changed,1,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,bundle.c,212,Data flow Non-initialized variable,bundle.c,289,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,http-push.c,613,Data flow Non-initialized variable,http-push.c,458,Data flow Non-initialized variable ,moved,0,1,1,TFP
Git,1.5.6,2.13.2,polyspace,http-push.c,615,Data flow Non-initialized variable,http-push.c,460,Data flow Non-initialized variable ,moved,0,1,1,TFP
Git,1.5.6,2.13.2,polyspace,http-push.c,921,Data flow Non-initialized variable,http-push.c,577,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,http-push.c,1031,Data flow Non-initialized variable,http-push.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,http-push.c,1034,Data flow Non-initialized variable,http-push.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,http-push.c,1214,Data flow Non-initialized variable,http-push.c,864,Data flow Non-initialized variable ,moved,0,1,1,TFP
Git,1.5.6,2.13.2,polyspace,http-push.c,1215,Data flow Non-initialized variable,http-push.c,865,Data flow Non-initialized variable ,moved,0,1,1,TFP
Git,1.5.6,2.13.2,polyspace,http-push.c,1254,Data flow Non-initialized variable,http-push.c,900,Data flow Non-initialized variable ,moved,0,1,1,TFP
Git,1.5.6,2.13.2,polyspace,http-push.c,1324,Data flow Non-initialized variable,http-push.c,964,Data flow Non-initialized variable ,moved,0,1,1,TFP
Git,1.5.6,2.13.2,polyspace,http-push.c,1328,Data flow Non-initialized variable,http-push.c,968,Data flow Non-initialized variable ,moved,0,1,1,TFP
Git,1.5.6,2.13.2,polyspace,http-push.c,1483,Data flow Non-initialized variable,http-push.c,1154,Data flow Non-initialized variable ,moved,0,1,1,TFP
Git,1.5.6,2.13.2,polyspace,http-push.c,1559,Data flow Non-initialized variable,http-push.c,1228,Data flow Non-initialized variable ,moved,0,1,1,TFP
Git,1.5.6,2.13.2,polyspace,http-push.c,1746,Data flow Non-initialized variable,http-push.c,1395,Data flow Non-initialized variable ,moved,0,1,1,TFP
Git,1.5.6,2.13.2,polyspace,http-push.c,1749,Data flow Non-initialized variable,http-push.c,1398,Data flow Non-initialized variable ,moved,0,1,1,TFP
Git,1.5.6,2.13.2,polyspace,http-push.c,1961,Data flow Non-initialized variable,http-push.c,1507,Data flow Non-initialized variable ,moved,0,1,1,TFP
Git,1.5.6,2.13.2,polyspace,http-push.c,1964,Data flow Non-initialized variable,http-push.c,1510,Data flow Non-initialized variable ,moved,0,1,1,TFP
Git,1.5.6,2.13.2,polyspace,http-push.c,1988,Data flow Non-initialized variable,http-push.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,http-push.c,1990,Data flow Non-initialized variable,http-push.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,http-push.c,2020,Data flow Non-initialized variable,http-push.c,1545,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,http-push.c,2144,Data flow Non-initialized variable,http-push.c,1663,Data flow Non-initialized variable ,moved,0,1,1,TFP
Git,1.5.6,2.13.2,polyspace,http-push.c,2146,Data flow Non-initialized variable,http-push.c,1665,NA,moved,0,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,http-walker.c,420,Data flow Non-initialized variable,http-walker.c,131,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,http-walker.c,669,Data flow Non-initialized variable,http-walker.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,http-walker.c,670,Data flow Non-initialized variable,http-walker.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,http-walker.c,776,Data flow Non-initialized variable,http-walker.c,447,Data flow Non-initialized variable ,moved,0,1,1,TFP
Git,1.5.6,2.13.2,polyspace,http.c,625,Data flow Non-initialized variable,http.c,1678,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,mailmap.c,16,Data flow Non-initialized variable,mailmap.c,149,NA,moved,0,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,match-trees.c,79,Data flow Non-initialized variable,match-trees.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,match-trees.c,80,Data flow Non-initialized variable,match-trees.c,87,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,match-trees.c,90,Data flow Non-initialized variable,match-trees.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,transport.c,111,Data flow Non-initialized variable,transport.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,transport.c,129,Data flow Non-initialized variable,transport.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,transport.c,464,Data flow Non-initialized variable,transport.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,transport.c,466,Data flow Non-initialized variable,transport.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,xdiff-interface.c,195,Data flow Non-initialized variable,xdiff-interface.c,240,NA,moved,0,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-blame.c,843,Static memory Null pointer,builtin-blame.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-merge-recursive.c,864,Static memory Null pointer,builtin-merge-recursive.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-merge-recursive.c,1310,Static memory Null pointer,builtin-merge-recursive.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-merge-recursive.c,1310,Static memory Null pointer,builtin-merge-recursive.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-unpack-objects.c,171,Static memory Null pointer,builtin/unpack-objects.c,175,NA,moved,1,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,hash.c,92,Static memory Null pointer,hash.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,imap-send.c,583,Static memory Null pointer,imap-send.c,625,Static memory Null pointer ,moved,0,1,1,TFP
Git,1.5.6,2.13.2,polyspace,imap-send.c,705,Static memory Null pointer,imap-send.c,686,Static memory Null pointer ,moved,0,1,1,TFP
Git,1.5.6,2.13.2,polyspace,imap-send.c,756,Static memory Null pointer,imap-send.c,735,Static memory Null pointer ,moved,0,1,1,TFP
Git,1.5.6,2.13.2,polyspace,pack-write.c,78,Static memory Null pointer,pack-write.c,105,Static memory Null pointer ,moved,0,1,1,TFP
Git,1.5.6,2.13.2,polyspace,read-cache.c,1026,Static memory Null pointer,read-cache.c,1518,NA,moved,0,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,read-cache.c,1140,Static memory Null pointer,read-cache.c,1767,NA,moved,0,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,refs.c,1407,Static memory Null pointer,refs.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,refs.c,1409,Static memory Null pointer,refs.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,setup.c,311,Static memory Null pointer,setup.c,435,NA,moved,0,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,unpack-trees.c,431,Static memory Null pointer,unpack-trees.c,1431,NA,moved,0,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,unpack-trees.c,431,Static memory Null pointer,unpack-trees.c,1431,NA,moved,0,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,alloc.c,67,Programming Possibly unintended evaluation of expression because of operator precedence rules,alloc.c,105,Programming Possibly unintended evaluation of expression because of operator precedence rules ,changed,0,1,1,TFP
Git,1.5.6,2.13.2,polyspace,builtin-reflog.c,303,Programming Invalid use of standard library routine,builtin/reflog.c,NA,NA,deleted,1,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-reflog.c,304,Programming Invalid use of standard library routine,builtin/reflog.c,NA,NA,deleted,1,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-reflog.c,307,Programming Invalid use of standard library routine,builtin/reflog.c,NA,NA,deleted,1,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-log.c,563,Static memory Array access out of bounds,builtin-log.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,config.c,98,Static memory Array access out of bounds,config.c,368,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,config.c,105,Static memory Array access out of bounds,config.c,382,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,upload-pack.c,245,Static memory Array access out of bounds,upload-pack.c,245,NA,exact,0,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,attr.c,86,Static memory Pointer access out of bounds,attr.c,124,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,attr.c,224,Static memory Pointer access out of bounds,attr.c,579,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,attr.c,226,Static memory Pointer access out of bounds,attr.c,580,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-add.c,174,Static memory Pointer access out of bounds,builtin/add.c,NA,NA,deleted,1,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-annotate.c,15,Static memory Pointer access out of bounds,builtin/annotate.c,15,NA,changed,1,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-blame.c,2101,Static memory Pointer access out of bounds,builtin/blame.c,2413,NA,changed,1,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-checkout.c,62,Static memory Pointer access out of bounds,builtin/checkout.c,101,NA,changed,1,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-describe.c,341,Static memory Pointer access out of bounds,builtin/describe.c,484,NA,changed,1,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-fetch.c,412,Static memory Pointer access out of bounds,builtin-fetch.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-for-each-ref.c,325,Static memory Pointer access out of bounds,builtin/for-each-ref.c,NA,NA,deleted,1,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-for-each-ref.c,565,Static memory Pointer access out of bounds,builtin-for-each-ref.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-for-each-ref.c,570,Static memory Pointer access out of bounds,builtin/for-each-ref.c,NA,NA,deleted,1,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-ls-remote.c,23,Static memory Pointer access out of bounds,builtin/ls-remote.c,26,NA,moved,1,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-mailinfo.c,92,Static memory Pointer access out of bounds,builtin/mailinfo.c,NA,NA,deleted,1,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-mailinfo.c,318,Static memory Pointer access out of bounds,builtin-mailinfo.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-mailinfo.c,442,Static memory Pointer access out of bounds,builtin-mailinfo.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-mailinfo.c,469,Static memory Pointer access out of bounds,builtin-mailinfo.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-mailinfo.c,711,Static memory Pointer access out of bounds,builtin-mailinfo.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-pack-objects.c,1421,Static memory Pointer access out of bounds,builtin/pack-objects.c,1998,NA,moved,1,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-pack-objects.c,1502,Static memory Pointer access out of bounds,builtin/pack-objects.c,2079,NA,moved,1,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-revert.c,177,Static memory Pointer access out of bounds,builtin-revert.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-tar-tree.c,31,Static memory Pointer access out of bounds,builtin-tar-tree.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-update-index.c,98,Static memory Pointer access out of bounds,builtin/update-index.c,277,NA,changed,1,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-update-index.c,419,Static memory Pointer access out of bounds,builtin/update-index.c,599,NA,changed,1,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,bundle.c,199,Static memory Pointer access out of bounds,bundle.c,265,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,cache-tree.c,83,Static memory Pointer access out of bounds,cache-tree.c,83,NA,exact,0,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,cache-tree.c,84,Static memory Pointer access out of bounds,cache-tree.c,84,NA,exact,0,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,combine-diff.c,135,Static memory Pointer access out of bounds,combine-diff.c,324,NA,moved,0,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,combine-diff.c,747,Static memory Pointer access out of bounds,combine-diff.c,1115,NA,moved,0,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,diff.c,1970,Static memory Pointer access out of bounds,diff.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,dir.c,384,Static memory Pointer access out of bounds,dir.c,1232,NA,moved,0,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,help.c,199,Static memory Pointer access out of bounds,help.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,http-push.c,1001,Static memory Pointer access out of bounds,http-push.c,678,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,http-walker.c,445,Static memory Pointer access out of bounds,http-walker.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,imap-send.c,1108,Static memory Pointer access out of bounds,imap-send.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,imap-send.c,1119,Static memory Pointer access out of bounds,imap-send.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,imap-send.c,1127,Static memory Pointer access out of bounds,imap-send.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,read-cache.c,513,Static memory Pointer access out of bounds,read-cache.c,701,NA,moved,0,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,read-cache.c,1336,Static memory Pointer access out of bounds,read-cache.c,2041,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,receive-pack.c,260,Static memory Pointer access out of bounds,builtin/receive-pack.c,NA,NA,deleted,1,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,receive-pack.c,335,Static memory Pointer access out of bounds,builtin/receive-pack.c,NA,NA,deleted,1,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,remote.c,477,Static memory Pointer access out of bounds,remote.c,526,NA,moved,0,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,remote.c,874,Static memory Pointer access out of bounds,remote.c,1150,NA,moved,0,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,setup.c,79,Static memory Pointer access out of bounds,setup.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,shallow.c,69,Static memory Pointer access out of bounds,shallow.c,102,Static memory Pointer access out of bounds ,moved,0,1,1,TFP
Git,1.5.6,2.13.2,polyspace,transport.c,399,Static memory Pointer access out of bounds,transport.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,tree-walk.c,77,Static memory Pointer access out of bounds,tree-walk.c,102,NA,moved,0,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,tree.c,24,Static memory Pointer access out of bounds,tree.c,24,NA,exact,0,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,unpack-trees.c,50,Static memory Pointer access out of bounds,unpack-trees.c,186,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,unpack-trees.c,51,Static memory Pointer access out of bounds,unpack-trees.c,186,NA,changed,0,0,NA,FFP2
